,museum,address,longitude,latitude,ID,mus_point,station_id,name,region_id,capacity_x,lat,lon,station_status___1_,stat_point,closest,approx_distance_miles,Station_Name,num_bikes_available,num_docks_available,num_ebikes_available,capacity_y,station_lat,station_lon,last_updated_date,avlb_bikes,avlb_docks
78,Charles Sumner School,1201 17TH STREET NW,-77.03823126,38.90596805,301200,POINT(-77.03823126 38.90596805),79,18th & M St NW,42.0,27,38.905066874553135,-77.04177886247633,active,POINT(-77.0417788624763 38.9050668745531),True,0.20069344580939655,18th & M St NW,15,10,0,27,38.905066874553135,-77.04177886247633,2020-08-17 09:03:05,True,True
79,Heurich House Museum,1307 NEW HAMPSHIRE AVENUE NW,-77.04460391,38.90802275,241060,POINT(-77.04460391 38.90802275),79,18th & M St NW,42.0,27,38.905066874553135,-77.04177886247633,active,POINT(-77.0417788624763 38.9050668745531),True,0.2545775514037045,18th & M St NW,15,10,0,27,38.905066874553135,-77.04177886247633,2020-08-17 09:03:05,True,True
80,Charles Sumner School,1201 17TH STREET NW,-77.03823126,38.90596805,301200,POINT(-77.03823126 38.90596805),54,17th & K St NW,42.0,23,38.90276,-77.03863,active,POINT(-77.03863 38.90276),True,0.2227372486498333,17th & K St NW,9,12,0,23,38.90276,-77.03863,2020-08-17 09:03:05,True,True
81,Decatur House Museum,748 JACKSON PLACE NW,-77.03819661,38.90002633,293257,POINT(-77.03819661 38.90002633),54,17th & K St NW,42.0,23,38.90276,-77.03863,active,POINT(-77.03863 38.90276),True,0.19035148228272966,17th & K St NW,9,12,0,23,38.90276,-77.03863,2020-08-17 09:03:05,True,True
82,The Wilderness Society - Ansel Adams Collection,1615 M STREET NW,-77.03735337,38.90585437,301103,POINT(-77.03735337 38.90585437),54,17th & K St NW,42.0,23,38.90276,-77.03863,active,POINT(-77.03863 38.90276),True,0.22459746440105444,17th & K St NW,9,12,0,23,38.90276,-77.03863,2020-08-17 09:03:05,True,True
83,Clara Barton Missing Soldiers Office Museum,437 7TH STREET NW,-77.02169365,38.8958605,279777,POINT(-77.02169365 38.8958605),105,7th & F St NW / National Portrait Gallery,42.0,27,38.89728304853854,-77.02219069004057,active,POINT(-77.0221906900406 38.8972830485385),True,0.10187981497385433,7th & F St NW / National Portrait Gallery,21,6,1,27,38.89728304853854,-77.0221906900406,2020-08-17 09:03:05,True,True
84,German-American Heritage Museum,719 6TH STREET NW,-77.0195865,38.89910316,238949,POINT(-77.0195865 38.89910316),105,7th & F St NW / National Portrait Gallery,42.0,27,38.89728304853854,-77.02219069004057,active,POINT(-77.0221906900406 38.8972830485385),True,0.18825485308649992,7th & F St NW / National Portrait Gallery,21,6,1,27,38.89728304853854,-77.0221906900406,2020-08-17 09:03:05,True,True
85,International Spy Museum,800 F STREET NW,-77.02328389,38.89697903,238378,POINT(-77.02328389 38.89697903),105,7th & F St NW / National Portrait Gallery,42.0,27,38.89728304853854,-77.02219069004057,active,POINT(-77.0221906900406 38.8972830485385),True,0.06243896665432541,7th & F St NW / National Portrait Gallery,21,6,1,27,38.89728304853854,-77.0221906900406,2020-08-17 09:03:05,True,True
86,National Portrait Gallery,,-77.022972,38.898181,294248,POINT(-77.022972 38.898181),105,7th & F St NW / National Portrait Gallery,42.0,27,38.89728304853854,-77.02219069004057,active,POINT(-77.0221906900406 38.8972830485385),True,0.0749454241260442,7th & F St NW / National Portrait Gallery,21,6,1,27,38.89728304853854,-77.0221906900406,2020-08-17 09:03:05,True,True
87,Naval Heritage Center,701 PENNSYLVANIA AVENUE NW,-77.02238001,38.89443849,279889,POINT(-77.02238001 38.89443849),105,7th & F St NW / National Portrait Gallery,42.0,27,38.89728304853854,-77.02219069004057,active,POINT(-77.0221906900406 38.8972830485385),True,0.19684588631125172,7th & F St NW / National Portrait Gallery,21,6,1,27,38.89728304853854,-77.0221906900406,2020-08-17 09:03:05,True,True
88,Smithsonian American Art Museum,,-77.022972,38.898181,294248,POINT(-77.022972 38.898181),105,7th & F St NW / National Portrait Gallery,42.0,27,38.89728304853854,-77.02219069004057,active,POINT(-77.0221906900406 38.8972830485385),True,0.0749454241260442,7th & F St NW / National Portrait Gallery,21,6,1,27,38.89728304853854,-77.0221906900406,2020-08-17 09:03:05,True,True
89,Clara Barton Missing Soldiers Office Museum,437 7TH STREET NW,-77.02169365,38.8958605,279777,POINT(-77.02169365 38.8958605),248,8th & D St NW,42.0,15,38.894851,-77.02324,active,POINT(-77.02324 38.894851),True,0.10855793866034892,8th & D St NW,7,6,0,15,38.894851,-77.02324,2020-08-17 09:03:05,True,True
90,Ford's Theatre,511 10TH STREET NW,-77.02579655,38.89658294,239829,POINT(-77.02579655 38.89658294),248,8th & D St NW,42.0,15,38.894851,-77.02324,active,POINT(-77.02324 38.894851),True,0.18230256549527227,8th & D St NW,7,6,0,15,38.894851,-77.02324,2020-08-17 09:03:05,True,True
91,International Spy Museum,800 F STREET NW,-77.02328389,38.89697903,238378,POINT(-77.02328389 38.89697903),248,8th & D St NW,42.0,15,38.894851,-77.02324,active,POINT(-77.02324 38.894851),True,0.14708327808397714,8th & D St NW,7,6,0,15,38.894851,-77.02324,2020-08-17 09:03:05,True,True
92,National Gallery of Art - West Building,,-77.019922,38.891299,293249,POINT(-77.019922 38.891299),248,8th & D St NW,42.0,15,38.894851,-77.02324,active,POINT(-77.02324 38.894851),True,0.3034929664048372,8th & D St NW,7,6,0,15,38.894851,-77.02324,2020-08-17 09:03:05,True,True
93,National Gallery of Art Sculpture Garden,,-77.022906,38.891254,293258,POINT(-77.022906 38.891254),248,8th & D St NW,42.0,15,38.894851,-77.02324,active,POINT(-77.02324 38.894851),True,0.2492305502457507,8th & D St NW,7,6,0,15,38.894851,-77.02324,2020-08-17 09:03:05,True,True
94,Naval Heritage Center,701 PENNSYLVANIA AVENUE NW,-77.02238001,38.89443849,279889,POINT(-77.02238001 38.89443849),248,8th & D St NW,42.0,15,38.894851,-77.02324,active,POINT(-77.02324 38.894851),True,0.05433546859556308,8th & D St NW,7,6,0,15,38.894851,-77.02324,2020-08-17 09:03:05,True,True
95,Petersen House,516 10TH STREET NW,-77.02619882,38.89676807,239374,POINT(-77.02619882 38.89676807),248,8th & D St NW,42.0,15,38.894851,-77.02324,active,POINT(-77.02324 38.894851),True,0.20707250115645734,8th & D St NW,7,6,0,15,38.894851,-77.02324,2020-08-17 09:03:05,True,True
96,Clara Barton Missing Soldiers Office Museum,437 7TH STREET NW,-77.02169365,38.8958605,279777,POINT(-77.02169365 38.8958605),171,6th St & Indiana Ave NW,42.0,19,38.894573,-77.01994,active,POINT(-77.01994 38.894573),True,0.12966757681257854,6th St & Indiana Ave NW,8,11,0,19,38.894573,-77.01994,2020-08-17 09:03:05,True,True
97,National Gallery of Art - West Building,,-77.019922,38.891299,293249,POINT(-77.019922 38.891299),171,6th St & Indiana Ave NW,42.0,19,38.894573,-77.01994,active,POINT(-77.01994 38.894573),True,0.22626233329314505,6th St & Indiana Ave NW,8,11,0,19,38.894573,-77.01994,2020-08-17 09:03:05,True,True
98,National Gallery of Art Sculpture Garden,,-77.022906,38.891254,293258,POINT(-77.022906 38.891254),171,6th St & Indiana Ave NW,42.0,19,38.894573,-77.01994,active,POINT(-77.01994 38.894573),True,0.2793966256391752,6th St & Indiana Ave NW,8,11,0,19,38.894573,-77.01994,2020-08-17 09:03:05,True,True
99,Naval Heritage Center,701 PENNSYLVANIA AVENUE NW,-77.02238001,38.89443849,279889,POINT(-77.02238001 38.89443849),171,6th St & Indiana Ave NW,42.0,19,38.894573,-77.01994,active,POINT(-77.01994 38.894573),True,0.13156997345713353,6th St & Indiana Ave NW,8,11,0,19,38.894573,-77.01994,2020-08-17 09:03:05,True,True
100,Clara Barton Missing Soldiers Office Museum,437 7TH STREET NW,-77.02169365,38.8958605,279777,POINT(-77.02169365 38.8958605),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),True,0.15742795002707138,5th & F St NW,13,18,0,31,38.897222,-77.019347,2020-08-17 09:03:05,True,True
101,German-American Heritage Museum,719 6TH STREET NW,-77.0195865,38.89910316,238949,POINT(-77.0195865 38.89910316),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),True,0.130640203799722,5th & F St NW,13,18,0,31,38.897222,-77.019347,2020-08-17 09:03:05,True,True
102,National Portrait Gallery,,-77.022972,38.898181,294248,POINT(-77.022972 38.898181),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),True,0.2059259684928996,5th & F St NW,13,18,0,31,38.897222,-77.019347,2020-08-17 09:03:05,True,True
103,Smithsonian American Art Museum,,-77.022972,38.898181,294248,POINT(-77.022972 38.898181),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),True,0.2059259684928996,5th & F St NW,13,18,0,31,38.897222,-77.019347,2020-08-17 09:03:05,True,True
104,Clara Barton Missing Soldiers Office Museum,437 7TH STREET NW,-77.02169365,38.8958605,279777,POINT(-77.02169365 38.8958605),199,10th & E St NW,42.0,15,38.895914000000005,-77.026064,active,POINT(-77.026064 38.895914),True,0.23509316479001305,10th & E St NW,5,10,2,15,38.89591400000001,-77.026064,2020-08-17 09:03:05,True,True
105,Ford's Theatre,511 10TH STREET NW,-77.02579655,38.89658294,239829,POINT(-77.02579655 38.89658294),199,10th & E St NW,42.0,15,38.895914000000005,-77.026064,active,POINT(-77.026064 38.895914),True,0.04841561363159564,10th & E St NW,5,10,2,15,38.89591400000001,-77.026064,2020-08-17 09:03:05,True,True
106,International Spy Museum,800 F STREET NW,-77.02328389,38.89697903,238378,POINT(-77.02328389 38.89697903),199,10th & E St NW,42.0,15,38.895914000000005,-77.026064,active,POINT(-77.026064 38.895914),True,0.16666298776701902,10th & E St NW,5,10,2,15,38.89591400000001,-77.026064,2020-08-17 09:03:05,True,True
107,Naval Heritage Center,701 PENNSYLVANIA AVENUE NW,-77.02238001,38.89443849,279889,POINT(-77.02238001 38.89443849),199,10th & E St NW,42.0,15,38.895914000000005,-77.026064,active,POINT(-77.026064 38.895914),True,0.22284759826371747,10th & E St NW,5,10,2,15,38.89591400000001,-77.026064,2020-08-17 09:03:05,True,True
108,Petersen House,516 10TH STREET NW,-77.02619882,38.89676807,239374,POINT(-77.02619882 38.89676807),199,10th & E St NW,42.0,15,38.895914000000005,-77.026064,active,POINT(-77.026064 38.895914),True,0.05946701698369919,10th & E St NW,5,10,2,15,38.89591400000001,-77.026064,2020-08-17 09:03:05,True,True
109,Corcoran Gallery of Art,500 17TH STREET NW,-77.03974044,38.89584701,279802,POINT(-77.03974044 38.89584701),357,19th & G St NW,42.0,23,38.898412,-77.043182,active,POINT(-77.043182 38.898412),True,0.2562919687942648,19th & G St NW,12,11,1,23,38.898412,-77.043182,2020-08-17 09:03:05,True,True
110,Decatur House Museum,748 JACKSON PLACE NW,-77.03819661,38.90002633,293257,POINT(-77.03819661 38.90002633),357,19th & G St NW,42.0,23,38.898412,-77.043182,active,POINT(-77.043182 38.898412),True,0.2904156206434986,19th & G St NW,12,11,1,23,38.898412,-77.043182,2020-08-17 09:03:05,True,True
111,The Textile Museum,701 21ST STREET NW,-77.04641484,38.89879551,311648,POINT(-77.04641484 38.89879551),357,19th & G St NW,42.0,23,38.898412,-77.043182,active,POINT(-77.043182 38.898412),True,0.1758835807659792,19th & G St NW,12,11,1,23,38.898412,-77.043182,2020-08-17 09:03:05,True,True
112,Corcoran Gallery of Art,500 17TH STREET NW,-77.03974044,38.89584701,279802,POINT(-77.03974044 38.89584701),141,18th St & Pennsylvania Ave NW,42.0,27,38.89968,-77.041539,active,POINT(-77.041539 38.89968),True,0.2820016445975653,18th St & Pennsylvania Ave NW,16,11,3,27,38.89968,-77.041539,2020-08-17 09:03:05,True,True
113,Decatur House Museum,748 JACKSON PLACE NW,-77.03819661,38.90002633,293257,POINT(-77.03819661 38.90002633),141,18th St & Pennsylvania Ave NW,42.0,27,38.89968,-77.041539,active,POINT(-77.041539 38.89968),True,0.18135042225634052,18th St & Pennsylvania Ave NW,16,11,3,27,38.89968,-77.041539,2020-08-17 09:03:05,True,True
114,D.C. Fire and EMS Museum,439 NEW JERSEY AVENUE NW,-77.0109,38.895835,237163,POINT(-77.0109 38.895835),546,New Jersey Ave & F St NW,42.0,33,38.897108,-77.011616,active,POINT(-77.011616 38.897108),True,0.09603445596726154,New Jersey Ave & F St NW,19,14,0,33,38.897108,-77.011616,2020-08-17 09:03:05,True,True
115,D.C. Fire and EMS Museum,439 NEW JERSEY AVENUE NW,-77.0109,38.895835,237163,POINT(-77.0109 38.895835),114,North Capitol St & F St NW,42.0,23,38.897446,-77.009888,active,POINT(-77.009888 38.897446),True,0.12392673943828501,North Capitol St & F St NW,14,5,0,23,38.897446,-77.009888,2020-08-17 09:03:05,True,True
116,D.C. Fire and EMS Museum,439 NEW JERSEY AVENUE NW,-77.0109,38.895835,237163,POINT(-77.0109 38.895835),108,4th & D St NW / Judiciary Square,42.0,15,38.895344,-77.01610600000001,active,POINT(-77.016106 38.895344),True,0.28206009345345484,4th & D St NW / Judiciary Square,0,15,0,15,38.895344,-77.01610600000002,2020-08-17 09:03:05,False,True
117,National Gallery of Art - West Building,,-77.019922,38.891299,293249,POINT(-77.019922 38.891299),108,4th & D St NW / Judiciary Square,42.0,15,38.895344,-77.01610600000001,active,POINT(-77.016106 38.895344),True,0.3468051364296397,4th & D St NW / Judiciary Square,0,15,0,15,38.895344,-77.01610600000002,2020-08-17 09:03:05,False,True
118,D.C. Fire and EMS Museum,439 NEW JERSEY AVENUE NW,-77.0109,38.895835,237163,POINT(-77.0109 38.895835),310,North Capitol St & G Pl NE,42.0,19,38.899703,-77.008911,active,POINT(-77.008911 38.899703),True,0.2879221339183139,North Capitol St & G Pl NE,15,2,0,19,38.899703,-77.008911,2020-08-17 09:03:05,True,False
119,D.C. Fire and EMS Museum,439 NEW JERSEY AVENUE NW,-77.0109,38.895835,237163,POINT(-77.0109 38.895835),251,Constitution Ave & 2nd St NW/DOL,42.0,27,38.892275,-77.013917,active,POINT(-77.013917 38.892275),True,0.29472390619722594,Constitution Ave & 2nd St NW/DOL,19,6,0,27,38.892275,-77.013917,2020-08-17 09:03:05,True,True
120,National Gallery of Art - West Building,,-77.019922,38.891299,293249,POINT(-77.019922 38.891299),251,Constitution Ave & 2nd St NW/DOL,42.0,27,38.892275,-77.013917,active,POINT(-77.013917 38.892275),True,0.3299714453197111,Constitution Ave & 2nd St NW/DOL,19,6,0,27,38.892275,-77.013917,2020-08-17 09:03:05,True,True
121,U.S. Capitol Visitor Center,,-77.009036,38.88979448,294394,POINT(-77.009036 38.88979448),251,Constitution Ave & 2nd St NW/DOL,42.0,27,38.892275,-77.013917,active,POINT(-77.013917 38.892275),True,0.3135565093451821,Constitution Ave & 2nd St NW/DOL,19,6,0,27,38.892275,-77.013917,2020-08-17 09:03:05,True,True
122,Decatur House Museum,748 JACKSON PLACE NW,-77.03819661,38.90002633,293257,POINT(-77.03819661 38.90002633),14,19th St & Pennsylvania Ave NW,42.0,15,38.9003,-77.0429,active,POINT(-77.0429 38.9003),True,0.2536678104662456,19th St & Pennsylvania Ave NW,2,13,2,15,38.9003,-77.0429,2020-08-17 09:03:05,False,True
123,Dumbarton House,2715 Q STREET NW,-77.05586536,38.91085356,273151,POINT(-77.05586536 38.91085356),198,24th & N St NW,42.0,15,38.9066,-77.05152,active,POINT(-77.05152 38.9066),True,0.3755200953318641,24th & N St NW,3,10,1,15,38.9066,-77.05152,2020-08-17 09:03:05,True,True
124,Woodrow Wilson House,2340 S STREET NW,-77.05170373,38.91385408,218994,POINT(-77.05170373 38.91385408),198,24th & N St NW,42.0,15,38.9066,-77.05152,active,POINT(-77.05152 38.9066),True,0.5014137957906107,24th & N St NW,3,10,1,15,38.9066,-77.05152,2020-08-17 09:03:05,True,True
125,Dumbarton House,2715 Q STREET NW,-77.05586536,38.91085356,273151,POINT(-77.05586536 38.91085356),153,M St & Pennsylvania Ave NW,42.0,19,38.905126,-77.056887,active,POINT(-77.056887 38.905126),True,0.3996161262062873,M St & Pennsylvania Ave NW,9,10,1,19,38.905126,-77.056887,2020-08-17 09:03:05,True,True
126,Dumbarton House,2715 Q STREET NW,-77.05586536,38.91085356,273151,POINT(-77.05586536 38.91085356),226,Wisconsin Ave & O St NW,42.0,19,38.90849,-77.063586,active,POINT(-77.063586 38.90849),True,0.4461579638021555,Wisconsin Ave & O St NW,11,8,3,19,38.90849,-77.063586,2020-08-17 09:03:05,True,True
127,Spagnuolo Art Gallery,1221 36TH STREET NW,-77.07011468,38.90631079999999,300017,POINT(-77.07011468 38.9063108),226,Wisconsin Ave & O St NW,42.0,19,38.90849,-77.063586,active,POINT(-77.063586 38.90849),True,0.3820320123481964,Wisconsin Ave & O St NW,11,8,3,19,38.90849,-77.063586,2020-08-17 09:03:05,True,True
128,Tudor Place,1644 31ST STREET NW,-77.06298578,38.9114871,297689,POINT(-77.06298578 38.9114871),226,Wisconsin Ave & O St NW,42.0,19,38.90849,-77.063586,active,POINT(-77.063586 38.90849),True,0.20962405463546985,Wisconsin Ave & O St NW,11,8,3,19,38.90849,-77.063586,2020-08-17 09:03:05,True,True
129,Dumbarton House,2715 Q STREET NW,-77.05586536,38.91085356,273151,POINT(-77.05586536 38.91085356),490,23rd & M St NW,42.0,19,38.905303,-77.050264,active,POINT(-77.050264 38.905303),True,0.4877256970946457,23rd & M St NW,10,7,1,19,38.905303,-77.050264,2020-08-17 09:03:05,True,True
130,Ford's Theatre,511 10TH STREET NW,-77.02579655,38.89658294,239829,POINT(-77.02579655 38.89658294),125,11th & F St NW,42.0,15,38.897857,-77.026975,active,POINT(-77.026975 38.897857),True,0.10848898640675624,11th & F St NW,4,9,0,15,38.897857,-77.026975,2020-08-17 09:03:05,True,True
131,National Portrait Gallery,,-77.022972,38.898181,294248,POINT(-77.022972 38.898181),125,11th & F St NW,42.0,15,38.897857,-77.026975,active,POINT(-77.026975 38.897857),True,0.21646050208627213,11th & F St NW,4,9,0,15,38.897857,-77.026975,2020-08-17 09:03:05,True,True
132,Petersen House,516 10TH STREET NW,-77.02619882,38.89676807,239374,POINT(-77.02619882 38.89676807),125,11th & F St NW,42.0,15,38.897857,-77.026975,active,POINT(-77.026975 38.897857),True,0.0860579124553147,11th & F St NW,4,9,0,15,38.897857,-77.026975,2020-08-17 09:03:05,True,True
133,Smithsonian American Art Museum,,-77.022972,38.898181,294248,POINT(-77.022972 38.898181),125,11th & F St NW,42.0,15,38.897857,-77.026975,active,POINT(-77.026975 38.897857),True,0.21646050208627213,11th & F St NW,4,9,0,15,38.897857,-77.026975,2020-08-17 09:03:05,True,True
134,Ford's Theatre,511 10TH STREET NW,-77.02579655,38.89658294,239829,POINT(-77.02579655 38.89658294),334,10th & G St NW,42.0,23,38.89824328774852,-77.02623546123505,active,POINT(-77.026235461235 38.8982432877485),True,0.11714686279003016,10th & G St NW,6,15,1,23,38.89824328774852,-77.02623546123505,2020-08-17 09:03:05,True,True
135,International Spy Museum,800 F STREET NW,-77.02328389,38.89697903,238378,POINT(-77.02328389 38.89697903),334,10th & G St NW,42.0,23,38.89824328774852,-77.02623546123505,active,POINT(-77.026235461235 38.8982432877485),True,0.181204504251964,10th & G St NW,6,15,1,23,38.89824328774852,-77.02623546123505,2020-08-17 09:03:05,True,True
136,National Portrait Gallery,,-77.022972,38.898181,294248,POINT(-77.022972 38.898181),334,10th & G St NW,42.0,23,38.89824328774852,-77.02623546123505,active,POINT(-77.026235461235 38.8982432877485),True,0.1755758872827351,10th & G St NW,6,15,1,23,38.89824328774852,-77.02623546123505,2020-08-17 09:03:05,True,True
137,Petersen House,516 10TH STREET NW,-77.02619882,38.89676807,239374,POINT(-77.02619882 38.89676807),334,10th & G St NW,42.0,23,38.89824328774852,-77.02623546123505,active,POINT(-77.026235461235 38.8982432877485),True,0.101968695992917,10th & G St NW,6,15,1,23,38.89824328774852,-77.02623546123505,2020-08-17 09:03:05,True,True
138,Smithsonian American Art Museum,,-77.022972,38.898181,294248,POINT(-77.022972 38.898181),334,10th & G St NW,42.0,23,38.89824328774852,-77.02623546123505,active,POINT(-77.026235461235 38.8982432877485),True,0.1755758872827351,10th & G St NW,6,15,1,23,38.89824328774852,-77.02623546123505,2020-08-17 09:03:05,True,True
139,Frederick Douglass National Historic Site,1411 W STREET SE,-76.98517717,38.863382,293207,POINT(-76.98517717 38.863382),66,Anacostia Library,42.0,11,38.865784000000005,-76.9784,active,POINT(-76.9784 38.865784),True,0.4006812677733021,Anacostia Library,1,8,0,11,38.86578400000001,-76.9784,2020-08-17 09:03:05,False,True
140,German-American Heritage Museum,719 6TH STREET NW,-77.0195865,38.89910316,238949,POINT(-77.0195865 38.89910316),207,5th St & Massachusetts Ave NW,42.0,19,38.900929999999995,-77.018677,active,POINT(-77.018677 38.90093),True,0.1353946346351128,5th St & Massachusetts Ave NW,10,9,0,19,38.90093,-77.018677,2020-08-17 09:03:05,True,True
141,German-American Heritage Museum,719 6TH STREET NW,-77.0195865,38.89910316,238949,POINT(-77.0195865 38.89910316),92,8th & H St NW,42.0,33,38.8997,-77.02308599999999,active,POINT(-77.023086 38.8997),True,0.19268165232684972,8th & H St NW,5,22,0,33,38.8997,-77.02308599999998,2020-08-17 09:03:05,True,True
142,International Spy Museum,800 F STREET NW,-77.02328389,38.89697903,238378,POINT(-77.02328389 38.89697903),92,8th & H St NW,42.0,33,38.8997,-77.02308599999999,active,POINT(-77.023086 38.8997),True,0.18834232410055785,8th & H St NW,5,22,0,33,38.8997,-77.02308599999998,2020-08-17 09:03:05,True,True
143,National Portrait Gallery,,-77.022972,38.898181,294248,POINT(-77.022972 38.898181),92,8th & H St NW,42.0,33,38.8997,-77.02308599999999,active,POINT(-77.023086 38.8997),True,0.10515426888424324,8th & H St NW,5,22,0,33,38.8997,-77.02308599999998,2020-08-17 09:03:05,True,True
144,Smithsonian American Art Museum,,-77.022972,38.898181,294248,POINT(-77.022972 38.898181),92,8th & H St NW,42.0,33,38.8997,-77.02308599999999,active,POINT(-77.023086 38.8997),True,0.10515426888424324,8th & H St NW,5,22,0,33,38.8997,-77.02308599999998,2020-08-17 09:03:05,True,True
145,German-American Heritage Museum,719 6TH STREET NW,-77.0195865,38.89910316,238949,POINT(-77.0195865 38.89910316),55,3rd & H St NW,42.0,15,38.899408,-77.015289,active,POINT(-77.015289 38.899408),True,0.2320929035751877,3rd & H St NW,2,13,0,15,38.899408,-77.015289,2020-08-17 09:03:05,False,True
146,Heurich House Museum,1307 NEW HAMPSHIRE AVENUE NW,-77.04460391,38.90802275,241060,POINT(-77.04460391 38.90802275),53,New Hampshire Ave & Ward Pl NW,42.0,19,38.90571079190728,-77.04731762409209,active,POINT(-77.0473176240921 38.9057107919073),True,0.21639293322553085,New Hampshire Ave & Ward Pl NW,5,12,0,19,38.90571079190728,-77.04731762409209,2020-08-17 09:03:05,True,True
147,O Street Museum,2020 O STREET NW,-77.04592519,38.90838357,243057,POINT(-77.04592519 38.90838357),53,New Hampshire Ave & Ward Pl NW,42.0,19,38.90571079190728,-77.04731762409209,active,POINT(-77.0473176240921 38.9057107919073),True,0.19931232645099167,New Hampshire Ave & Ward Pl NW,5,12,0,19,38.90571079190728,-77.04731762409209,2020-08-17 09:03:05,True,True
148,Hillwood Museum,4155 LINNEAN AVENUE NW,-77.05261735,38.94363425,284839,POINT(-77.05261735 38.94363425),314,Connecticut Ave & Tilden St NW,42.0,15,38.94113915653008,-77.061977237463,active,POINT(-77.061977237463 38.9411391565301),True,0.5318310710602493,Connecticut Ave & Tilden St NW,5,10,0,15,38.94113915653008,-77.061977237463,2020-08-17 09:03:05,True,True
149,Hillwood Museum,4155 LINNEAN AVENUE NW,-77.05261735,38.94363425,284839,POINT(-77.05261735 38.94363425),60,Van Ness Metro / UDC,42.0,15,38.944551000000004,-77.063896,active,POINT(-77.063896 38.944551),True,0.6095241808392057,Van Ness Metro / UDC,3,12,1,15,38.944551,-77.063896,2020-08-17 09:03:05,True,True
150,Rock Creek Park Nature Center and Planetarium,5200 GLOVER ROAD NW,-77.05168557,38.95991748,308551,POINT(-77.05168557 38.95991748),60,Van Ness Metro / UDC,42.0,15,38.944551000000004,-77.063896,active,POINT(-77.063896 38.944551),True,1.2483490368014598,Van Ness Metro / UDC,3,12,1,15,38.944551,-77.063896,2020-08-17 09:03:05,True,True
151,Hillwood Museum,4155 LINNEAN AVENUE NW,-77.05261735,38.94363425,284839,POINT(-77.05261735 38.94363425),35,Connecticut Ave & Newark St NW / Cleveland Park,42.0,11,38.934267,-77.057979,active,POINT(-77.057979 38.934267),True,0.7086116210825713,Connecticut Ave & Newark St NW / Cleveland Park,1,10,1,11,38.934267,-77.057979,2020-08-17 09:03:05,False,True
152,National Zoo,3001 CONNECTICUT AVENUE NW,-77.05442859,38.93061121,293230,POINT(-77.05442859 38.93061121),35,Connecticut Ave & Newark St NW / Cleveland Park,42.0,11,38.934267,-77.057979,active,POINT(-77.057979 38.934267),True,0.3166366260290911,Connecticut Ave & Newark St NW / Cleveland Park,1,10,1,11,38.934267,-77.057979,2020-08-17 09:03:05,False,True
153,Hillwood Museum,4155 LINNEAN AVENUE NW,-77.05261735,38.94363425,284839,POINT(-77.05261735 38.94363425),401,Connecticut Ave & Yuma St NW,42.0,19,38.947156,-77.065115,active,POINT(-77.065115 38.947156),True,0.7144629256490973,Connecticut Ave & Yuma St NW,1,18,0,19,38.947156,-77.065115,2020-08-17 09:03:05,False,True
154,Rock Creek Park Nature Center and Planetarium,5200 GLOVER ROAD NW,-77.05168557,38.95991748,308551,POINT(-77.05168557 38.95991748),401,Connecticut Ave & Yuma St NW,42.0,19,38.947156,-77.065115,active,POINT(-77.065115 38.947156),True,1.1395974176851786,Connecticut Ave & Yuma St NW,1,18,0,19,38.947156,-77.065115,2020-08-17 09:03:05,False,True
155,Hillwood Museum,4155 LINNEAN AVENUE NW,-77.05261735,38.94363425,284839,POINT(-77.05261735 38.94363425),589,17th & Upshur St NW,42.0,19,38.942146,-77.038684,active,POINT(-77.038684 38.942146),True,0.7559535883885059,17th & Upshur St NW,7,12,0,19,38.942146,-77.038684,2020-08-17 09:03:05,True,True
156,House of the Temple,1733 16TH STREET NW,-77.03582659,38.91369256,242883,POINT(-77.03582659 38.91369256),387,16th & R St NW,42.0,19,38.912652,-77.036278,active,POINT(-77.036278 38.912652),True,0.07589754091215267,16th & R St NW,12,3,0,19,38.912652,-77.036278,2020-08-17 09:03:05,True,True
157,House of the Temple,1733 16TH STREET NW,-77.03582659,38.91369256,242883,POINT(-77.03582659 38.91369256),102,New Hampshire Ave & T St NW,42.0,23,38.91554,-77.03818000000001,active,POINT(-77.03818 38.91554),True,0.17976288873774418,New Hampshire Ave & T St NW,4,17,0,23,38.915544,-77.038252,2020-08-17 09:03:05,True,True
158,House of the Temple,1733 16TH STREET NW,-77.03582659,38.91369256,242883,POINT(-77.03582659 38.91369256),59,17th & Corcoran St NW,42.0,19,38.9121,-77.0387,active,POINT(-77.0387 38.9121),True,0.1897026304214003,17th & Corcoran St NW,3,14,0,19,38.9121,-77.0387,2020-08-17 09:03:05,True,True
159,National Museum of American Jewish Military History,1811 R STREET NW,-77.04211348,38.91281314,243292,POINT(-77.04211348 38.91281314),59,17th & Corcoran St NW,42.0,19,38.9121,-77.0387,active,POINT(-77.0387 38.9121),True,0.1900560735687604,17th & Corcoran St NW,3,14,0,19,38.9121,-77.0387,2020-08-17 09:03:05,True,True
