,station_id,num_bikes_available,num_docks_available,num_ebikes_available,num_bikes_disabled,num_docks_disabled,last_reported,is_renting,is_returning,last_updated_date
449,476,7,8,0,0,0,1594922185,1,1,2020-07-17 08:41:35
450,477,15,0,0,0,0,1594973897,1,1,2020-07-17 08:41:35
451,478,0,11,0,0,0,1594982141,1,1,2020-07-17 08:41:35
452,479,5,6,2,0,0,1594975707,1,1,2020-07-17 08:41:35
453,480,9,6,8,0,0,1594975705,1,1,2020-07-17 08:41:35
454,481,4,7,0,0,0,1594976012,1,1,2020-07-17 08:41:35
455,482,1,17,0,0,0,1594992763,1,1,2020-07-17 08:41:35
456,483,9,10,0,0,0,1594991448,1,1,2020-07-17 08:41:35
457,484,1,18,0,0,0,1594993026,1,1,2020-07-17 08:41:35
458,485,12,7,0,0,0,1594992881,1,1,2020-07-17 08:41:35
459,486,1,14,0,0,0,1594982130,1,1,2020-07-17 08:41:35
460,487,2,17,0,0,0,1594976013,1,1,2020-07-17 08:41:35
461,488,10,8,0,1,0,1594992023,1,1,2020-07-17 08:41:35
462,490,7,11,2,1,0,1594992351,1,1,2020-07-17 08:41:35
463,491,1,14,1,0,0,1594976013,1,1,2020-07-17 08:41:35
464,492,4,7,0,0,0,1594993143,1,1,2020-07-17 08:41:35
465,493,5,14,0,0,0,1594976014,1,1,2020-07-17 08:41:35
466,494,2,17,0,0,0,1594976014,1,1,2020-07-17 08:41:35
467,495,0,11,0,0,0,1594976013,1,1,2020-07-17 08:41:35
468,496,14,5,0,0,0,1594990730,1,1,2020-07-17 08:41:35
469,497,19,0,0,0,0,1594988308,1,1,2020-07-17 08:41:35
470,498,13,1,0,1,0,1594984473,1,1,2020-07-17 08:41:35
471,499,2,17,0,0,0,1594976014,1,1,2020-07-17 08:41:35
472,500,12,3,0,0,0,1594976013,1,1,2020-07-17 08:41:35
473,501,13,5,0,1,0,1594989611,1,1,2020-07-17 08:41:35
474,505,8,7,0,0,0,1594992619,1,1,2020-07-17 08:41:35
475,506,0,19,0,0,0,1594992405,1,1,2020-07-17 08:41:35
476,507,1,14,0,0,0,1594976014,1,1,2020-07-17 08:41:35
477,508,1,18,0,0,0,1594990992,1,1,2020-07-17 08:41:35
478,509,7,12,0,0,0,1594991785,1,1,2020-07-17 08:41:35
479,510,6,11,0,0,0,1594992601,1,1,2020-07-17 08:41:35
480,511,6,8,0,0,0,1594976016,1,1,2020-07-17 08:41:35
481,512,13,12,0,0,0,1594976340,1,1,2020-07-17 08:41:35
482,513,1,14,0,0,0,1594976014,1,1,2020-07-17 08:41:35
483,514,1,14,0,0,0,1594976014,1,1,2020-07-17 08:41:35
484,515,7,8,1,0,0,1594992803,1,1,2020-07-17 08:41:35
485,516,7,8,0,0,0,1594976014,1,1,2020-07-17 08:41:35
486,517,8,7,0,0,0,1594976014,1,1,2020-07-17 08:41:35
487,518,2,13,1,0,0,1594976014,1,1,2020-07-17 08:41:35
488,519,5,10,0,0,0,1594976016,1,1,2020-07-17 08:41:35
489,520,1,12,0,0,0,1594976014,1,1,2020-07-17 08:41:35
490,521,6,9,1,0,0,1594976014,1,1,2020-07-17 08:41:35
491,522,1,16,0,0,0,1594992851,1,1,2020-07-17 08:41:35
492,523,6,11,0,0,0,1594991982,1,1,2020-07-17 08:41:35
493,524,14,1,0,0,0,1594992722,1,1,2020-07-17 08:41:35
494,525,14,1,1,0,0,1594990806,1,1,2020-07-17 08:41:35
495,526,2,13,0,0,0,1594976015,1,1,2020-07-17 08:41:35
496,527,9,14,0,0,0,1594993273,1,1,2020-07-17 08:41:35
497,529,3,8,0,0,0,1594990781,1,1,2020-07-17 08:41:35
498,530,3,12,0,0,0,1594976014,1,1,2020-07-17 08:41:35
499,531,3,16,0,0,0,1594988197,1,1,2020-07-17 08:41:35
500,532,1,18,0,0,0,1594992004,1,1,2020-07-17 08:41:35
501,533,4,10,0,0,0,1594976014,1,1,2020-07-17 08:41:35
502,534,12,7,1,0,0,1594979399,1,1,2020-07-17 08:41:35
503,535,14,5,0,0,0,1594992060,1,1,2020-07-17 08:41:35
504,536,14,1,0,0,0,1594976014,1,1,2020-07-17 08:41:35
505,537,0,15,0,0,0,1594976015,1,1,2020-07-17 08:41:35
506,538,4,15,0,0,0,1594990645,1,1,2020-07-17 08:41:35
507,539,14,5,0,0,0,1594993039,1,1,2020-07-17 08:41:35
508,540,5,14,0,0,0,1594990441,1,1,2020-07-17 08:41:35
509,541,4,7,0,0,0,1594976015,1,1,2020-07-17 08:41:35
510,542,2,9,0,0,0,1594976015,1,1,2020-07-17 08:41:35
511,543,1,18,0,0,0,1594992310,1,1,2020-07-17 08:41:35
512,544,16,3,0,0,0,1594988948,1,1,2020-07-17 08:41:35
513,545,2,17,0,0,0,1594990949,1,1,2020-07-17 08:41:35
514,546,27,6,0,0,0,1594990264,1,1,2020-07-17 08:41:35
515,547,4,14,1,0,0,1594992428,1,1,2020-07-17 08:41:35
516,548,10,9,0,0,0,1594984205,1,1,2020-07-17 08:41:35
517,549,7,16,0,0,0,1594991912,1,1,2020-07-17 08:41:35
518,550,8,11,0,0,0,1594976015,1,1,2020-07-17 08:41:35
519,551,3,16,0,0,0,1594979156,1,1,2020-07-17 08:41:35
520,552,14,5,0,0,0,1594976015,1,1,2020-07-17 08:41:35
521,553,3,16,0,0,0,1594992385,1,1,2020-07-17 08:41:35
522,554,1,18,0,0,0,1594984537,1,1,2020-07-17 08:41:35
523,555,3,16,0,0,0,1594982453,1,1,2020-07-17 08:41:35
524,556,15,3,1,0,0,1594993199,1,1,2020-07-17 08:41:35
525,560,14,5,0,0,0,1594976343,1,1,2020-07-17 08:41:35
526,561,12,3,0,0,0,1594992028,1,1,2020-07-17 08:41:35
527,562,9,6,0,0,0,1594976342,1,1,2020-07-17 08:41:35
528,563,5,10,0,0,0,1594985945,1,1,2020-07-17 08:41:35
529,564,4,11,1,0,0,1594988227,1,1,2020-07-17 08:41:35
530,565,10,5,0,0,0,1594976342,1,1,2020-07-17 08:41:35
531,566,15,0,0,0,0,1594976341,1,1,2020-07-17 08:41:35
532,567,15,2,0,0,0,1594976341,1,1,2020-07-17 08:41:35
533,568,2,13,0,0,0,1594976337,1,1,2020-07-17 08:41:35
534,569,3,12,1,0,0,1594983909,1,1,2020-07-17 08:41:35
535,570,11,4,0,0,0,1594976343,1,1,2020-07-17 08:41:35
536,571,0,12,0,0,0,1594976343,1,1,2020-07-17 08:41:35
537,572,1,11,0,0,0,1594976343,1,1,2020-07-17 08:41:35
538,573,0,12,0,0,0,1594976342,1,1,2020-07-17 08:41:35
539,574,2,10,0,0,0,1594976343,1,1,2020-07-17 08:41:35
540,575,5,7,1,0,0,1594976343,1,1,2020-07-17 08:41:35
541,576,3,9,0,0,0,1594989897,1,1,2020-07-17 08:41:35
542,577,6,6,1,0,0,1594991132,1,1,2020-07-17 08:41:35
543,578,4,8,1,0,0,1594976342,1,1,2020-07-17 08:41:35
544,579,6,6,0,0,0,1594976334,1,1,2020-07-17 08:41:35
545,580,4,8,0,0,0,1594976342,1,1,2020-07-17 08:41:35
546,581,0,19,0,0,0,1594990624,1,1,2020-07-17 08:41:35
547,582,11,0,0,0,0,1594976342,1,1,2020-07-17 08:41:35
548,583,2,17,0,0,0,1594980676,1,1,2020-07-17 08:41:35
549,584,9,2,0,0,0,1594976343,1,1,2020-07-17 08:41:35
550,585,11,0,1,0,0,1594976343,1,1,2020-07-17 08:41:35
551,586,5,14,1,0,0,1594976344,1,1,2020-07-17 08:41:35
552,587,9,10,0,0,0,1594991275,1,1,2020-07-17 08:41:35
553,588,9,5,0,0,1,1594985586,1,1,2020-07-17 08:41:35
554,589,3,16,0,0,0,1594991668,1,1,2020-07-17 08:41:35
555,590,3,16,0,0,0,1594980603,1,1,2020-07-17 08:41:35
556,591,3,16,0,0,0,1594991243,1,1,2020-07-17 08:41:35
557,592,4,15,0,0,0,1594989811,1,1,2020-07-17 08:41:35
558,593,14,2,0,1,0,1594992675,1,1,2020-07-17 08:41:35
559,594,11,8,0,0,0,1594976344,1,1,2020-07-17 08:41:35
560,595,11,6,0,0,0,1594987943,1,1,2020-07-17 08:41:35
561,596,17,0,0,0,0,1594976345,1,1,2020-07-17 08:41:35
562,597,14,3,0,0,0,1594982578,1,1,2020-07-17 08:41:35
563,598,1,10,0,0,0,1594991583,1,1,2020-07-17 08:41:35
564,599,9,5,0,1,0,1594993064,1,1,2020-07-17 08:41:35
565,601,7,8,0,0,0,1594992055,1,1,2020-07-17 08:41:35
566,602,11,7,0,1,0,1594991273,1,1,2020-07-17 08:41:35
567,603,14,5,0,0,0,1594990764,1,1,2020-07-17 08:41:35
568,604,7,7,0,1,0,1594976346,1,1,2020-07-17 08:41:35
569,605,3,15,0,0,0,1594987819,1,1,2020-07-17 08:41:35
570,606,2,17,0,0,0,1594976346,1,1,2020-07-17 08:41:35
571,607,7,12,2,0,0,1594987994,1,1,2020-07-17 08:41:35
572,608,11,8,0,0,0,1594988393,1,1,2020-07-17 08:41:35
573,609,9,8,0,0,0,1594991317,1,1,2020-07-17 08:41:35
574,610,4,14,0,0,0,1594993160,1,1,2020-07-17 08:41:35
575,611,3,13,0,1,0,1594992925,1,1,2020-07-17 08:41:35
576,612,19,0,0,0,0,1594988718,1,1,2020-07-17 08:41:35
577,613,9,9,0,1,0,1594976346,1,1,2020-07-17 08:41:35
578,614,12,3,0,0,0,1594976346,1,1,2020-07-17 08:41:35
579,615,16,7,0,0,0,1594976347,1,1,2020-07-17 08:41:35
580,616,11,8,0,0,0,1594976347,1,1,2020-07-17 08:41:35
581,617,8,11,0,0,0,1594976346,1,1,2020-07-17 08:41:35
582,618,2,17,0,0,0,1594988274,1,1,2020-07-17 08:41:35
583,619,3,15,1,0,0,1594976346,1,1,2020-07-17 08:41:35
584,620,4,15,0,0,0,1594976347,1,1,2020-07-17 08:41:35
585,621,7,12,0,0,0,1594976347,1,1,2020-07-17 08:41:35
586,622,3,8,0,0,1,1594976347,1,1,2020-07-17 08:41:35
587,623,17,2,0,0,0,1594976346,1,1,2020-07-17 08:41:35
588,624,18,1,0,0,0,1594982744,1,1,2020-07-17 08:41:35
589,625,4,7,0,0,0,1594976347,1,1,2020-07-17 08:41:35
590,626,7,10,0,0,0,1594991195,1,1,2020-07-17 08:41:35
591,628,6,6,0,0,0,1594976348,1,1,2020-07-17 08:41:35
592,629,12,7,1,0,0,1594946278,1,1,2020-07-17 08:41:35
593,630,6,7,0,2,0,1594989923,1,1,2020-07-17 08:41:35
594,632,2,13,0,0,0,1594993259,1,1,2020-07-17 08:41:35
595,633,2,17,0,0,0,1594988277,1,1,2020-07-17 08:41:35
