,museum,address,longitude,latitude,ID,mus_point,station_id,name,region_id,capacity_x,lat,lon,station_status___1_,stat_point,Station_Name_x,closest,approx_distance_miles,Station_Name_y,num_bikes_available,num_docks_available,num_ebikes_available,capacity_y,station_lat,station_lon,last_updated_date,avlb_bikes,avlb_docks
2497,National Gallery of Art Sculpture Garden,,-77.022906,38.891254,293258,POINT(-77.022906 38.891254),408,4th St & Madison Dr NW,42.0,31,38.890493,-77.017253,active,POINT(-77.017253 38.890493),4th St & Madison Dr NW,True,0.30858876798248264,4th St & Madison Dr NW,14,17,0,31,38.8904955,-77.0172465,2020-08-18 12:55:50,True,True
2498,Naval Heritage Center,701 PENNSYLVANIA AVENUE NW,-77.02238001,38.89443849,279889,POINT(-77.02238001 38.89443849),408,4th St & Madison Dr NW,42.0,31,38.890493,-77.017253,active,POINT(-77.017253 38.890493),4th St & Madison Dr NW,True,0.3878125097218653,4th St & Madison Dr NW,14,17,0,31,38.8904955,-77.0172465,2020-08-18 12:55:50,True,True
2499,Museum of the Bible,400 4TH STREET SW,-77.017138,38.884831,311513,POINT(-77.017138 38.884831),408,4th St & Madison Dr NW,42.0,31,38.890493,-77.017253,active,POINT(-77.017253 38.890493),4th St & Madison Dr NW,True,0.3913395510889737,4th St & Madison Dr NW,14,17,0,31,38.8904955,-77.0172465,2020-08-18 12:55:50,True,True
2500,Clara Barton Missing Soldiers Office Museum,437 7TH STREET NW,-77.02169365,38.8958605,279777,POINT(-77.02169365 38.8958605),408,4th St & Madison Dr NW,42.0,31,38.890493,-77.017253,active,POINT(-77.017253 38.890493),4th St & Madison Dr NW,True,0.4411877407822595,4th St & Madison Dr NW,14,17,0,31,38.8904955,-77.0172465,2020-08-18 12:55:50,True,True
2501,U.S. Capitol Visitor Center,,-77.009036,38.88979448,294394,POINT(-77.009036 38.88979448),408,4th St & Madison Dr NW,42.0,31,38.890493,-77.017253,active,POINT(-77.017253 38.890493),4th St & Madison Dr NW,True,0.4446244635980165,4th St & Madison Dr NW,14,17,0,31,38.8904955,-77.0172465,2020-08-18 12:55:50,True,True
2502,D.C. Fire and EMS Museum,439 NEW JERSEY AVENUE NW,-77.0109,38.895835,237163,POINT(-77.0109 38.895835),408,4th St & Madison Dr NW,42.0,31,38.890493,-77.017253,active,POINT(-77.017253 38.890493),4th St & Madison Dr NW,True,0.5030515936658883,4th St & Madison Dr NW,14,17,0,31,38.8904955,-77.0172465,2020-08-18 12:55:50,True,True
2503,International Spy Museum,800 F STREET NW,-77.02328389,38.89697903,238378,POINT(-77.02328389 38.89697903),408,4th St & Madison Dr NW,42.0,31,38.890493,-77.017253,active,POINT(-77.017253 38.890493),4th St & Madison Dr NW,True,0.5533034486180562,4th St & Madison Dr NW,14,17,0,31,38.8904955,-77.0172465,2020-08-18 12:55:50,True,True
2504,German-American Heritage Museum,719 6TH STREET NW,-77.0195865,38.89910316,238949,POINT(-77.0195865 38.89910316),408,4th St & Madison Dr NW,42.0,31,38.890493,-77.017253,active,POINT(-77.017253 38.890493),4th St & Madison Dr NW,True,0.6081259102923856,4th St & Madison Dr NW,14,17,0,31,38.8904955,-77.0172465,2020-08-18 12:55:50,True,True
2505,National Portrait Gallery,,-77.022972,38.898181,294248,POINT(-77.022972 38.898181),408,4th St & Madison Dr NW,42.0,31,38.890493,-77.017253,active,POINT(-77.017253 38.890493),4th St & Madison Dr NW,True,0.6139278220009753,4th St & Madison Dr NW,14,17,0,31,38.8904955,-77.0172465,2020-08-18 12:55:50,True,True
2506,Smithsonian American Art Museum,,-77.022972,38.898181,294248,POINT(-77.022972 38.898181),408,4th St & Madison Dr NW,42.0,31,38.890493,-77.017253,active,POINT(-77.017253 38.890493),4th St & Madison Dr NW,True,0.6139278220009753,4th St & Madison Dr NW,14,17,0,31,38.8904955,-77.0172465,2020-08-18 12:55:50,True,True
2507,Ford's Theatre,511 10TH STREET NW,-77.02579655,38.89658294,239829,POINT(-77.02579655 38.89658294),408,4th St & Madison Dr NW,42.0,31,38.890493,-77.017253,active,POINT(-77.017253 38.890493),4th St & Madison Dr NW,True,0.6231401940932709,4th St & Madison Dr NW,14,17,0,31,38.8904955,-77.0172465,2020-08-18 12:55:50,True,True
2508,Petersen House,516 10TH STREET NW,-77.02619882,38.89676807,239374,POINT(-77.02619882 38.89676807),408,4th St & Madison Dr NW,42.0,31,38.890493,-77.017253,active,POINT(-77.017253 38.890493),4th St & Madison Dr NW,True,0.6477579689102727,4th St & Madison Dr NW,14,17,0,31,38.8904955,-77.0172465,2020-08-18 12:55:50,True,True
2509,Sewall-Belmont,144 CONSTITUTION AVENUE NE,-77.00375617,38.89218722,286201,POINT(-77.00375617 38.89218722),408,4th St & Madison Dr NW,42.0,31,38.890493,-77.017253,active,POINT(-77.017253 38.890493),4th St & Madison Dr NW,True,0.7353692018528418,4th St & Madison Dr NW,14,17,0,31,38.8904955,-77.0172465,2020-08-18 12:55:50,True,True
2510,United States Holocaust Memorial Museum,100 RAOUL WALLENBERG PLACE SW,-77.03268624,38.88668129,293186,POINT(-77.03268624 38.88668129),408,4th St & Madison Dr NW,42.0,31,38.890493,-77.017253,active,POINT(-77.017253 38.890493),4th St & Madison Dr NW,True,0.870969415171161,4th St & Madison Dr NW,14,17,0,31,38.8904955,-77.0172465,2020-08-18 12:55:50,True,True
2511,Armenian Genocide Museum and Memorial,1334 G STREET NW,-77.03108204,38.89804146,240658,POINT(-77.03108204 38.89804146),408,4th St & Madison Dr NW,42.0,31,38.890493,-77.017253,active,POINT(-77.017253 38.890493),4th St & Madison Dr NW,True,0.9085199367112392,4th St & Madison Dr NW,14,17,0,31,38.8904955,-77.0172465,2020-08-18 12:55:50,True,True
2512,Daughters of the American Revolution Museum,1776 D STREET NW,-77.03999645,38.89395841,279384,POINT(-77.03999645 38.89395841),408,4th St & Madison Dr NW,42.0,31,38.890493,-77.017253,active,POINT(-77.017253 38.890493),4th St & Madison Dr NW,True,1.2465659171908048,4th St & Madison Dr NW,14,17,0,31,38.8904955,-77.0172465,2020-08-18 12:55:50,True,True
2513,Corcoran Gallery of Art,500 17TH STREET NW,-77.03974044,38.89584701,279802,POINT(-77.03974044 38.89584701),408,4th St & Madison Dr NW,42.0,31,38.890493,-77.017253,active,POINT(-77.017253 38.890493),4th St & Madison Dr NW,True,1.2648853802466913,4th St & Madison Dr NW,14,17,0,31,38.8904955,-77.0172465,2020-08-18 12:55:50,True,True
2514,American Red Cross Museum,430 17TH STREET NW,-77.04020477,38.89481909,300987,POINT(-77.04020477 38.89481909),408,4th St & Madison Dr NW,42.0,31,38.890493,-77.017253,active,POINT(-77.017253 38.890493),4th St & Madison Dr NW,True,1.270227137487087,4th St & Madison Dr NW,14,17,0,31,38.8904955,-77.0172465,2020-08-18 12:55:50,True,True
2515,Decatur House Museum,748 JACKSON PLACE NW,-77.03819661,38.90002633,293257,POINT(-77.03819661 38.90002633),408,4th St & Madison Dr NW,42.0,31,38.890493,-77.017253,active,POINT(-77.017253 38.890493),4th St & Madison Dr NW,True,1.305000902839242,4th St & Madison Dr NW,14,17,0,31,38.8904955,-77.0172465,2020-08-18 12:55:50,True,True
2516,Interior Museum,1849 C STREET NW,-77.04260027,38.89444538,293214,POINT(-77.04260027 38.89444538),408,4th St & Madison Dr NW,42.0,31,38.890493,-77.017253,active,POINT(-77.017253 38.890493),4th St & Madison Dr NW,True,1.390487817988791,4th St & Madison Dr NW,14,17,0,31,38.8904955,-77.0172465,2020-08-18 12:55:50,True,True
2517,Mary Bethune Council House,1318 VERMONT AVENUE NW,-77.03086335,38.90816835,225385,POINT(-77.03086335 38.90816835),408,4th St & Madison Dr NW,42.0,31,38.890493,-77.017253,active,POINT(-77.017253 38.890493),4th St & Madison Dr NW,True,1.4240550028406624,4th St & Madison Dr NW,14,17,0,31,38.8904955,-77.0172465,2020-08-18 12:55:50,True,True
2518,German-American Heritage Museum,719 6TH STREET NW,-77.0195865,38.89910316,238949,POINT(-77.0195865 38.89910316),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),5th & F St NW,True,0.130640203799722,5th & F St NW,24,7,0,31,38.897222,-77.019347,2020-08-18 12:55:50,True,True
2519,Clara Barton Missing Soldiers Office Museum,437 7TH STREET NW,-77.02169365,38.8958605,279777,POINT(-77.02169365 38.8958605),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),5th & F St NW,True,0.15742795002707138,5th & F St NW,24,7,0,31,38.897222,-77.019347,2020-08-18 12:55:50,True,True
2520,National Portrait Gallery,,-77.022972,38.898181,294248,POINT(-77.022972 38.898181),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),5th & F St NW,True,0.2059259684928996,5th & F St NW,24,7,0,31,38.897222,-77.019347,2020-08-18 12:55:50,True,True
2521,Smithsonian American Art Museum,,-77.022972,38.898181,294248,POINT(-77.022972 38.898181),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),5th & F St NW,True,0.2059259684928996,5th & F St NW,24,7,0,31,38.897222,-77.019347,2020-08-18 12:55:50,True,True
2522,International Spy Museum,800 F STREET NW,-77.02328389,38.89697903,238378,POINT(-77.02328389 38.89697903),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),5th & F St NW,True,0.21241106636031767,5th & F St NW,24,7,0,31,38.897222,-77.019347,2020-08-18 12:55:50,True,True
2523,Naval Heritage Center,701 PENNSYLVANIA AVENUE NW,-77.02238001,38.89443849,279889,POINT(-77.02238001 38.89443849),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),5th & F St NW,True,0.25222280565627714,5th & F St NW,24,7,0,31,38.897222,-77.019347,2020-08-18 12:55:50,True,True
2524,Ford's Theatre,511 10TH STREET NW,-77.02579655,38.89658294,239829,POINT(-77.02579655 38.89658294),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),5th & F St NW,True,0.3496912699597681,5th & F St NW,24,7,0,31,38.897222,-77.019347,2020-08-18 12:55:50,True,True
2525,Petersen House,516 10TH STREET NW,-77.02619882,38.89676807,239374,POINT(-77.02619882 38.89676807),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),5th & F St NW,True,0.3698597022660704,5th & F St NW,24,7,0,31,38.897222,-77.019347,2020-08-18 12:55:50,True,True
2526,National Gallery of Art - West Building,,-77.019922,38.891299,293249,POINT(-77.019922 38.891299),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),5th & F St NW,True,0.41049464054351653,5th & F St NW,24,7,0,31,38.897222,-77.019347,2020-08-18 12:55:50,True,True
2527,National Gallery of Art Sculpture Garden,,-77.022906,38.891254,293258,POINT(-77.022906 38.891254),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),5th & F St NW,True,0.4546977472211792,5th & F St NW,24,7,0,31,38.897222,-77.019347,2020-08-18 12:55:50,True,True
2528,D.C. Fire and EMS Museum,439 NEW JERSEY AVENUE NW,-77.0109,38.895835,237163,POINT(-77.0109 38.895835),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),5th & F St NW,True,0.4643284670322699,5th & F St NW,24,7,0,31,38.897222,-77.019347,2020-08-18 12:55:50,True,True
2529,Armenian Genocide Museum and Memorial,1334 G STREET NW,-77.03108204,38.89804146,240658,POINT(-77.03108204 38.89804146),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),5th & F St NW,True,0.6337020830693709,5th & F St NW,24,7,0,31,38.897222,-77.019347,2020-08-18 12:55:50,True,True
2530,U.S. Capitol Visitor Center,,-77.009036,38.88979448,294394,POINT(-77.009036 38.88979448),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),5th & F St NW,True,0.7556907654608426,5th & F St NW,24,7,0,31,38.897222,-77.019347,2020-08-18 12:55:50,True,True
2531,Museum of the Bible,400 4TH STREET SW,-77.017138,38.884831,311513,POINT(-77.017138 38.884831),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),5th & F St NW,True,0.8645242137688752,5th & F St NW,24,7,0,31,38.897222,-77.019347,2020-08-18 12:55:50,True,True
2532,Sewall-Belmont,144 CONSTITUTION AVENUE NE,-77.00375617,38.89218722,286201,POINT(-77.00375617 38.89218722),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),5th & F St NW,True,0.9079033303922792,5th & F St NW,24,7,0,31,38.897222,-77.019347,2020-08-18 12:55:50,True,True
2533,Mary Bethune Council House,1318 VERMONT AVENUE NW,-77.03086335,38.90816835,225385,POINT(-77.03086335 38.90816835),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),5th & F St NW,True,0.9776875557733969,5th & F St NW,24,7,0,31,38.897222,-77.019347,2020-08-18 12:55:50,True,True
2534,United States Holocaust Memorial Museum,100 RAOUL WALLENBERG PLACE SW,-77.03268624,38.88668129,293186,POINT(-77.03268624 38.88668129),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),5th & F St NW,True,1.0224738831817468,5th & F St NW,24,7,0,31,38.897222,-77.019347,2020-08-18 12:55:50,True,True
2535,Decatur House Museum,748 JACKSON PLACE NW,-77.03819661,38.90002633,293257,POINT(-77.03819661 38.90002633),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),5th & F St NW,True,1.0321656297497783,5th & F St NW,24,7,0,31,38.897222,-77.019347,2020-08-18 12:55:50,True,True
2536,Corcoran Gallery of Art,500 17TH STREET NW,-77.03974044,38.89584701,279802,POINT(-77.03974044 38.89584701),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),5th & F St NW,True,1.1009819100531677,5th & F St NW,24,7,0,31,38.897222,-77.019347,2020-08-18 12:55:50,True,True
2537,U.S. Daughters of 1812 Library and Museum,1463 RHODE ISLAND AVENUE NW,-77.03415685,38.90835625,240224,POINT(-77.03415685 38.90835625),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),5th & F St NW,True,1.1074619929672076,5th & F St NW,24,7,0,31,38.897222,-77.019347,2020-08-18 12:55:50,True,True
2538,Daughters of the American Revolution Museum,1776 D STREET NW,-77.03999645,38.89395841,279384,POINT(-77.03999645 38.89395841),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),5th & F St NW,True,1.1333269607623295,5th & F St NW,24,7,0,31,38.897222,-77.019347,2020-08-18 12:55:50,True,True
2539,American Red Cross Museum,430 17TH STREET NW,-77.04020477,38.89481909,300987,POINT(-77.04020477 38.89481909),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),5th & F St NW,True,1.134079864960593,5th & F St NW,24,7,0,31,38.897222,-77.019347,2020-08-18 12:55:50,True,True
2540,The Wilderness Society - Ansel Adams Collection,1615 M STREET NW,-77.03735337,38.90585437,301103,POINT(-77.03735337 38.90585437),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),5th & F St NW,True,1.1374186702026827,5th & F St NW,24,7,0,31,38.897222,-77.019347,2020-08-18 12:55:50,True,True
2541,Charles Sumner School,1201 17TH STREET NW,-77.03823126,38.90596805,301200,POINT(-77.03823126 38.90596805),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),5th & F St NW,True,1.1818758752492673,5th & F St NW,24,7,0,31,38.897222,-77.019347,2020-08-18 12:55:50,True,True
2542,Interior Museum,1849 C STREET NW,-77.04260027,38.89444538,293214,POINT(-77.04260027 38.89444538),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),5th & F St NW,True,1.2653380626508068,5th & F St NW,24,7,0,31,38.897222,-77.019347,2020-08-18 12:55:50,True,True
2543,African American Civil War Memorial Museum,1925 VERMONT AVENUE NW,-77.02536383,38.91643609,310615,POINT(-77.02536383 38.91643609),82,5th & F St NW,42.0,31,38.897222,-77.019347,active,POINT(-77.019347 38.897222),5th & F St NW,True,1.3667069138613432,5th & F St NW,24,7,0,31,38.897222,-77.019347,2020-08-18 12:55:50,True,True
2544,German-American Heritage Museum,719 6TH STREET NW,-77.0195865,38.89910316,238949,POINT(-77.0195865 38.89910316),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,0.27372694815755844,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2545,National Portrait Gallery,,-77.022972,38.898181,294248,POINT(-77.022972 38.898181),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,0.39721083871624224,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2546,Smithsonian American Art Museum,,-77.022972,38.898181,294248,POINT(-77.022972 38.898181),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,0.39721083871624224,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2547,International Spy Museum,800 F STREET NW,-77.02328389,38.89697903,238378,POINT(-77.02328389 38.89697903),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,0.47735028869467,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2548,Clara Barton Missing Soldiers Office Museum,437 7TH STREET NW,-77.02169365,38.8958605,279777,POINT(-77.02169365 38.8958605),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,0.5164753743805206,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2549,Ford's Theatre,511 10TH STREET NW,-77.02579655,38.89658294,239829,POINT(-77.02579655 38.89658294),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,0.5759220249790786,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2550,Petersen House,516 10TH STREET NW,-77.02619882,38.89676807,239374,POINT(-77.02619882 38.89676807),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,0.580218578089962,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2551,Naval Heritage Center,701 PENNSYLVANIA AVENUE NW,-77.02238001,38.89443849,279889,POINT(-77.02238001 38.89443849),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,0.6211881306049357,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2552,D.C. Fire and EMS Museum,439 NEW JERSEY AVENUE NW,-77.0109,38.895835,237163,POINT(-77.0109 38.895835),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,0.6625582263735678,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2553,Mary Bethune Council House,1318 VERMONT AVENUE NW,-77.03086335,38.90816835,225385,POINT(-77.03086335 38.90816835),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,0.728557118392167,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2554,Armenian Genocide Museum and Memorial,1334 G STREET NW,-77.03108204,38.89804146,240658,POINT(-77.03108204 38.89804146),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,0.7346346384265849,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2555,National Gallery of Art - West Building,,-77.019922,38.891299,293249,POINT(-77.019922 38.891299),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,0.8128261021966002,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2556,National Gallery of Art Sculpture Garden,,-77.022906,38.891254,293258,POINT(-77.022906 38.891254),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,0.8408049444857898,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2557,U.S. Daughters of 1812 Library and Museum,1463 RHODE ISLAND AVENUE NW,-77.03415685,38.90835625,240224,POINT(-77.03415685 38.90835625),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,0.8927642538945308,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2558,African American Civil War Memorial Museum,1925 VERMONT AVENUE NW,-77.02536383,38.91643609,310615,POINT(-77.02536383 38.91643609),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,0.9865040210078799,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2559,The Wilderness Society - Ansel Adams Collection,1615 M STREET NW,-77.03735337,38.90585437,301103,POINT(-77.03735337 38.90585437),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,1.004592883087278,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2560,Decatur House Museum,748 JACKSON PLACE NW,-77.03819661,38.90002633,293257,POINT(-77.03819661 38.90002633),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,1.0518026881858606,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2561,Charles Sumner School,1201 17TH STREET NW,-77.03823126,38.90596805,301200,POINT(-77.03823126 38.90596805),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,1.052433354052235,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2562,U.S. Capitol Visitor Center,,-77.009036,38.88979448,294394,POINT(-77.009036 38.88979448),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,1.0614515615775757,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2563,Sewall-Belmont,144 CONSTITUTION AVENUE NE,-77.00375617,38.89218722,286201,POINT(-77.00375617 38.89218722),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,1.1122594350984851,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2564,House of the Temple,1733 16TH STREET NW,-77.03582659,38.91369256,242883,POINT(-77.03582659 38.91369256),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,1.1653917235063058,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2565,Corcoran Gallery of Art,500 17TH STREET NW,-77.03974044,38.89584701,279802,POINT(-77.03974044 38.89584701),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,1.2199126357182166,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2566,Museum of the Bible,400 4TH STREET SW,-77.017138,38.884831,311513,POINT(-77.017138 38.884831),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,1.2624865067355693,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2567,American Red Cross Museum,430 17TH STREET NW,-77.04020477,38.89481909,300987,POINT(-77.04020477 38.89481909),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,1.2728483521855276,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2568,Daughters of the American Revolution Museum,1776 D STREET NW,-77.03999645,38.89395841,279384,POINT(-77.03999645 38.89395841),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,1.2906909407692937,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2569,Howard University Museum,500 HOWARD PLACE NW,-77.0196969,38.92235277,243398,POINT(-77.0196969 38.92235277),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,1.335156899345463,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2570,United States Holocaust Memorial Museum,100 RAOUL WALLENBERG PLACE SW,-77.03268624,38.88668129,293186,POINT(-77.03268624 38.88668129),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,1.3482745243658911,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2571,Whittemore House,1526 NEW HAMPSHIRE AVENUE NW,-77.04266708,38.91093038,225724,POINT(-77.04266708 38.91093038),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,1.3833176784474013,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2572,Interior Museum,1849 C STREET NW,-77.04260027,38.89444538,293214,POINT(-77.04260027 38.89444538),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,1.40009441711923,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2573,National Museum of American Jewish Military History,1811 R STREET NW,-77.04211348,38.91281314,243292,POINT(-77.04211348 38.91281314),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,1.413345576912238,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2574,Heurich House Museum,1307 NEW HAMPSHIRE AVENUE NW,-77.04460391,38.90802275,241060,POINT(-77.04460391 38.90802275),31,5th & K St NW,42.0,19,38.903040000000004,-77.01902700000001,active,POINT(-77.019027 38.90304),5th & K St NW,True,1.4179435385867056,5th & K St NW,2,15,0,19,38.90304,-77.01902700000002,2020-08-18 12:55:50,False,True
2575,Lincoln's Cottage,LINCOLN''S COTTAGE,-77.0117684,38.94170034,292871,POINT(-77.0117684 38.94170034),215,5th & Kennedy St NW,42.0,15,38.95655554772196,-77.01981425285341,active,POINT(-77.0198142528534 38.956555547722),5th & Kennedy St NW,True,1.1139739700655191,5th & Kennedy St NW,4,11,0,15,38.95655554772196,-77.01981425285341,2020-08-18 12:55:50,True,True
