,museum,address,longitude,latitude,ID,mus_point,station_id,name,region_id,capacity_x,lat,lon,station_status___1_,stat_point,Station_Name_x,closest,approx_distance_miles,Station_Name_y,num_bikes_available,num_docks_available,num_ebikes_available,capacity_y,station_lat,station_lon,last_updated_date,avlb_bikes,avlb_docks
360,Clara Barton Missing Soldiers Office Museum,437 7TH STREET NW,-77.02169365,38.8958605,279777,POINT(-77.02169365 38.8958605),367,11th & S St NW,42.0,23,38.913761,-77.027025,active,POINT(-77.027025 38.913761),11th & S St NW,True,1.2698629994914097,11th & S St NW,12,7,0,23,38.913761,-77.027025,2020-08-18 12:55:50,True,True
361,Woodrow Wilson House,2340 S STREET NW,-77.05170373,38.91385408,218994,POINT(-77.05170373 38.91385408),367,11th & S St NW,42.0,23,38.913761,-77.027025,active,POINT(-77.027025 38.913761),11th & S St NW,True,1.3270532604064722,11th & S St NW,12,7,0,23,38.913761,-77.027025,2020-08-18 12:55:50,True,True
362,Naval Heritage Center,701 PENNSYLVANIA AVENUE NW,-77.02238001,38.89443849,279889,POINT(-77.02238001 38.89443849),367,11th & S St NW,42.0,23,38.913761,-77.027025,active,POINT(-77.027025 38.913761),11th & S St NW,True,1.3585091351713932,11th & S St NW,12,7,0,23,38.913761,-77.027025,2020-08-18 12:55:50,True,True
363,Corcoran Gallery of Art,500 17TH STREET NW,-77.03974044,38.89584701,279802,POINT(-77.03974044 38.89584701),367,11th & S St NW,42.0,23,38.913761,-77.027025,active,POINT(-77.027025 38.913761),11th & S St NW,True,1.4143104131155944,11th & S St NW,12,7,0,23,38.913761,-77.027025,2020-08-18 12:55:50,True,True
364,American Poetry Museum,716 MONROE STREET NE,-76.99500622,38.93283333,309744,POINT(-76.99500622 38.93283333),237,12th & Irving St NE,42.0,15,38.928644,-76.990955,active,POINT(-76.990955 38.928644),12th & Irving St NE,True,0.3622894531235516,12th & Irving St NE,1,14,0,15,38.928644,-76.990955,2020-08-18 12:55:50,False,True
365,The Saint John Paul II National Shrine,3900 HAREWOOD ROAD NE,-77.00466482,38.93775908,288031,POINT(-77.00466482 38.93775908),237,12th & Irving St NE,42.0,15,38.928644,-76.990955,active,POINT(-76.990955 38.928644),12th & Irving St NE,True,0.9695317321074168,12th & Irving St NE,1,14,0,15,38.928644,-76.990955,2020-08-18 12:55:50,False,True
366,Mary Bethune Council House,1318 VERMONT AVENUE NW,-77.03086335,38.90816835,225385,POINT(-77.03086335 38.90816835),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,0.3284744359339401,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
367,Armenian Genocide Museum and Memorial,1334 G STREET NW,-77.03108204,38.89804146,240658,POINT(-77.03108204 38.89804146),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,0.4245324881126356,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
368,U.S. Daughters of 1812 Library and Museum,1463 RHODE ISLAND AVENUE NW,-77.03415685,38.90835625,240224,POINT(-77.03415685 38.90835625),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,0.44064622649875224,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
369,National Portrait Gallery,,-77.022972,38.898181,294248,POINT(-77.022972 38.898181),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,0.4868636669275558,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
370,Smithsonian American Art Museum,,-77.022972,38.898181,294248,POINT(-77.022972 38.898181),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,0.4868636669275558,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
371,Petersen House,516 10TH STREET NW,-77.02619882,38.89676807,239374,POINT(-77.02619882 38.89676807),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,0.5014520137554367,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
372,The Wilderness Society - Ansel Adams Collection,1615 M STREET NW,-77.03735337,38.90585437,301103,POINT(-77.03735337 38.90585437),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,0.5016309902817849,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
373,Ford's Theatre,511 10TH STREET NW,-77.02579655,38.89658294,239829,POINT(-77.02579655 38.89658294),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,0.5193043212063108,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
374,International Spy Museum,800 F STREET NW,-77.02328389,38.89697903,238378,POINT(-77.02328389 38.89697903),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,0.5469510389579787,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
375,Charles Sumner School,1201 17TH STREET NW,-77.03823126,38.90596805,301200,POINT(-77.03823126 38.90596805),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,0.5491813071657626,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
376,German-American Heritage Museum,719 6TH STREET NW,-77.0195865,38.89910316,238949,POINT(-77.0195865 38.89910316),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,0.5752348868104247,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
377,Decatur House Museum,748 JACKSON PLACE NW,-77.03819661,38.90002633,293257,POINT(-77.03819661 38.90002633),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,0.5884707833062806,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
378,Clara Barton Missing Soldiers Office Museum,437 7TH STREET NW,-77.02169365,38.8958605,279777,POINT(-77.02169365 38.8958605),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,0.65771840009125,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
379,Naval Heritage Center,701 PENNSYLVANIA AVENUE NW,-77.02238001,38.89443849,279889,POINT(-77.02238001 38.89443849),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,0.724628050990614,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
380,House of the Temple,1733 16TH STREET NW,-77.03582659,38.91369256,242883,POINT(-77.03582659 38.91369256),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,0.7906286596894357,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
381,Corcoran Gallery of Art,500 17TH STREET NW,-77.03974044,38.89584701,279802,POINT(-77.03974044 38.89584701),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,0.8219070878975656,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
382,African American Civil War Memorial Museum,1925 VERMONT AVENUE NW,-77.02536383,38.91643609,310615,POINT(-77.02536383 38.91643609),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,0.8870989345697802,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
383,American Red Cross Museum,430 17TH STREET NW,-77.04020477,38.89481909,300987,POINT(-77.04020477 38.89481909),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,0.8887880019021936,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
384,Whittemore House,1526 NEW HAMPSHIRE AVENUE NW,-77.04266708,38.91093038,225724,POINT(-77.04266708 38.91093038),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,0.9111503036702938,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
385,National Gallery of Art Sculpture Garden,,-77.022906,38.891254,293258,POINT(-77.022906 38.891254),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,0.917245343027042,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
386,Heurich House Museum,1307 NEW HAMPSHIRE AVENUE NW,-77.04460391,38.90802275,241060,POINT(-77.04460391 38.90802275),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,0.9185719705785914,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
387,Daughters of the American Revolution Museum,1776 D STREET NW,-77.03999645,38.89395841,279384,POINT(-77.03999645 38.89395841),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,0.9237826897223218,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
388,National Museum of American Jewish Military History,1811 R STREET NW,-77.04211348,38.91281314,243292,POINT(-77.04211348 38.91281314),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,0.9644704530423932,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
389,National Gallery of Art - West Building,,-77.019922,38.891299,293249,POINT(-77.019922 38.891299),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,0.9780368229160704,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
390,O Street Museum,2020 O STREET NW,-77.04592519,38.90838357,243057,POINT(-77.04592519 38.90838357),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,0.9938658632047956,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
391,Interior Museum,1849 C STREET NW,-77.04260027,38.89444538,293214,POINT(-77.04260027 38.89444538),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,1.0014686087978864,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
392,The Textile Museum,701 21ST STREET NW,-77.04641484,38.89879551,311648,POINT(-77.04641484 38.89879551),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,1.029193882605474,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
393,D.C. Fire and EMS Museum,439 NEW JERSEY AVENUE NW,-77.0109,38.895835,237163,POINT(-77.0109 38.895835),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,1.0910110043155703,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
394,L. Ron Hubbard House,1812 19TH STREET NW,-77.04373354,38.91458854,240991,POINT(-77.04373354 38.91458854),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,1.1107902375490752,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
395,Anderson House,2118 MASSACHUSETTS AVENUE NW,-77.04770288,38.91071637,293220,POINT(-77.04770288 38.91071637),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,1.1422690175810772,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
396,United States Holocaust Memorial Museum,100 RAOUL WALLENBERG PLACE SW,-77.03268624,38.88668129,293186,POINT(-77.03268624 38.88668129),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,1.2065859758571351,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
397,Meridian International Center,1630 CRESCENT PLACE NW,-77.0381824,38.92021925,235803,POINT(-77.0381824 38.92021925),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,1.249516954627316,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
398,Howard University Museum,500 HOWARD PLACE NW,-77.0196969,38.92235277,243398,POINT(-77.0196969 38.92235277),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,1.3636556275711418,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
399,U.S. Capitol Visitor Center,,-77.009036,38.88979448,294394,POINT(-77.009036 38.88979448),186,12th & L St NW,42.0,19,38.903819,-77.0284,active,POINT(-77.0284 38.903819),12th & L St NW,True,1.4227052791625625,12th & L St NW,7,12,0,19,38.903819,-77.0284,2020-08-18 12:55:50,True,True
400,American Poetry Museum,716 MONROE STREET NE,-76.99500622,38.93283333,309744,POINT(-76.99500622 38.93283333),73,12th & Newton St NE,42.0,11,38.933668,-76.991016,active,POINT(-76.991016 38.933668),12th & Newton St NE,True,0.22212575500555434,12th & Newton St NE,7,4,0,11,38.933668,-76.991016,2020-08-18 12:55:50,True,True
401,The Saint John Paul II National Shrine,3900 HAREWOOD ROAD NE,-77.00466482,38.93775908,288031,POINT(-77.00466482 38.93775908),73,12th & Newton St NE,42.0,11,38.933668,-76.991016,active,POINT(-76.991016 38.933668),12th & Newton St NE,True,0.7862936008953987,12th & Newton St NE,7,4,0,11,38.933668,-76.991016,2020-08-18 12:55:50,True,True
402,Lincoln's Cottage,LINCOLN''S COTTAGE,-77.0117684,38.94170034,292871,POINT(-77.0117684 38.94170034),73,12th & Newton St NE,42.0,11,38.933668,-76.991016,active,POINT(-76.991016 38.933668),12th & Newton St NE,True,1.2460142842104658,12th & Newton St NE,7,4,0,11,38.933668,-76.991016,2020-08-18 12:55:50,True,True
403,African American Civil War Memorial Museum,1925 VERMONT AVENUE NW,-77.02536383,38.91643609,310615,POINT(-77.02536383 38.91643609),242,12th & U St NW,42.0,31,38.916787,-77.028139,active,POINT(-77.028139 38.916787),12th & U St NW,True,0.1511797173647359,12th & U St NW,7,24,0,31,38.916787,-77.028139,2020-08-18 12:55:50,True,True
404,House of the Temple,1733 16TH STREET NW,-77.03582659,38.91369256,242883,POINT(-77.03582659 38.91369256),242,12th & U St NW,42.0,31,38.916787,-77.028139,active,POINT(-77.028139 38.916787),12th & U St NW,True,0.4654131526534361,12th & U St NW,7,24,0,31,38.916787,-77.028139,2020-08-18 12:55:50,True,True
405,Meridian International Center,1630 CRESCENT PLACE NW,-77.0381824,38.92021925,235803,POINT(-77.0381824 38.92021925),242,12th & U St NW,42.0,31,38.916787,-77.028139,active,POINT(-77.028139 38.916787),12th & U St NW,True,0.5898197772392737,12th & U St NW,7,24,0,31,38.916787,-77.028139,2020-08-18 12:55:50,True,True
406,Howard University Museum,500 HOWARD PLACE NW,-77.0196969,38.92235277,243398,POINT(-77.0196969 38.92235277),242,12th & U St NW,42.0,31,38.916787,-77.028139,active,POINT(-77.028139 38.916787),12th & U St NW,True,0.5949690100938897,12th & U St NW,7,24,0,31,38.916787,-77.028139,2020-08-18 12:55:50,True,True
407,Mary Bethune Council House,1318 VERMONT AVENUE NW,-77.03086335,38.90816835,225385,POINT(-77.03086335 38.90816835),242,12th & U St NW,42.0,31,38.916787,-77.028139,active,POINT(-77.028139 38.916787),12th & U St NW,True,0.6133711318299389,12th & U St NW,7,24,0,31,38.916787,-77.028139,2020-08-18 12:55:50,True,True
408,Howard University Gallery of Art,2455 6TH STREET NW,-77.02098138,38.92452904,188381,POINT(-77.02098138 38.92452904),242,12th & U St NW,42.0,31,38.916787,-77.028139,active,POINT(-77.028139 38.916787),12th & U St NW,True,0.6590696069996336,12th & U St NW,7,24,0,31,38.916787,-77.028139,2020-08-18 12:55:50,True,True
409,U.S. Daughters of 1812 Library and Museum,1463 RHODE ISLAND AVENUE NW,-77.03415685,38.90835625,240224,POINT(-77.03415685 38.90835625),242,12th & U St NW,42.0,31,38.916787,-77.028139,active,POINT(-77.028139 38.916787),12th & U St NW,True,0.6664681119986452,12th & U St NW,7,24,0,31,38.916787,-77.028139,2020-08-18 12:55:50,True,True
410,Mexican Cultural Institute,2829 16TH STREET NW,-77.03603436,38.92554484,235878,POINT(-77.03603436 38.92554484),242,12th & U St NW,42.0,31,38.916787,-77.028139,active,POINT(-77.028139 38.916787),12th & U St NW,True,0.7392712779369679,12th & U St NW,7,24,0,31,38.916787,-77.028139,2020-08-18 12:55:50,True,True
411,National Museum of American Jewish Military History,1811 R STREET NW,-77.04211348,38.91281314,243292,POINT(-77.04211348 38.91281314),242,12th & U St NW,42.0,31,38.916787,-77.028139,active,POINT(-77.028139 38.916787),12th & U St NW,True,0.8000441000573982,12th & U St NW,7,24,0,31,38.916787,-77.028139,2020-08-18 12:55:50,True,True
412,L. Ron Hubbard House,1812 19TH STREET NW,-77.04373354,38.91458854,240991,POINT(-77.04373354 38.91458854),242,12th & U St NW,42.0,31,38.916787,-77.028139,active,POINT(-77.028139 38.916787),12th & U St NW,True,0.8521884649492358,12th & U St NW,7,24,0,31,38.916787,-77.028139,2020-08-18 12:55:50,True,True
413,Whittemore House,1526 NEW HAMPSHIRE AVENUE NW,-77.04266708,38.91093038,225724,POINT(-77.04266708 38.91093038),242,12th & U St NW,42.0,31,38.916787,-77.028139,active,POINT(-77.028139 38.916787),12th & U St NW,True,0.8798326583075378,12th & U St NW,7,24,0,31,38.916787,-77.028139,2020-08-18 12:55:50,True,True
414,The Wilderness Society - Ansel Adams Collection,1615 M STREET NW,-77.03735337,38.90585437,301103,POINT(-77.03735337 38.90585437),242,12th & U St NW,42.0,31,38.916787,-77.028139,active,POINT(-77.028139 38.916787),12th & U St NW,True,0.9035208176228297,12th & U St NW,7,24,0,31,38.916787,-77.028139,2020-08-18 12:55:50,True,True
415,Charles Sumner School,1201 17TH STREET NW,-77.03823126,38.90596805,301200,POINT(-77.03823126 38.90596805),242,12th & U St NW,42.0,31,38.916787,-77.028139,active,POINT(-77.028139 38.916787),12th & U St NW,True,0.9238784091675556,12th & U St NW,7,24,0,31,38.916787,-77.028139,2020-08-18 12:55:50,True,True
416,Heurich House Museum,1307 NEW HAMPSHIRE AVENUE NW,-77.04460391,38.90802275,241060,POINT(-77.04460391 38.90802275),242,12th & U St NW,42.0,31,38.916787,-77.028139,active,POINT(-77.028139 38.916787),12th & U St NW,True,1.0727269740601728,12th & U St NW,7,24,0,31,38.916787,-77.028139,2020-08-18 12:55:50,True,True
417,O Street Museum,2020 O STREET NW,-77.04592519,38.90838357,243057,POINT(-77.04592519 38.90838357),242,12th & U St NW,42.0,31,38.916787,-77.028139,active,POINT(-77.028139 38.916787),12th & U St NW,True,1.1189344748548813,12th & U St NW,7,24,0,31,38.916787,-77.028139,2020-08-18 12:55:50,True,True
418,Anderson House,2118 MASSACHUSETTS AVENUE NW,-77.04770288,38.91071637,293220,POINT(-77.04770288 38.91071637),242,12th & U St NW,42.0,31,38.916787,-77.028139,active,POINT(-77.028139 38.916787),12th & U St NW,True,1.1325678317669023,12th & U St NW,7,24,0,31,38.916787,-77.028139,2020-08-18 12:55:50,True,True
419,The History of Cannabis  ,3626 GEORGIA AVENUE NW,-77.02433,38.934824,232148,POINT(-77.02433 38.934824),242,12th & U St NW,42.0,31,38.916787,-77.028139,active,POINT(-77.028139 38.916787),12th & U St NW,True,1.2632144700123646,12th & U St NW,7,24,0,31,38.916787,-77.028139,2020-08-18 12:55:50,True,True
420,Decatur House Museum,748 JACKSON PLACE NW,-77.03819661,38.90002633,293257,POINT(-77.03819661 38.90002633),242,12th & U St NW,42.0,31,38.916787,-77.028139,active,POINT(-77.028139 38.916787),12th & U St NW,True,1.278355424818492,12th & U St NW,7,24,0,31,38.916787,-77.028139,2020-08-18 12:55:50,True,True
421,Woodrow Wilson House,2340 S STREET NW,-77.05170373,38.91385408,218994,POINT(-77.05170373 38.91385408),242,12th & U St NW,42.0,31,38.916787,-77.028139,active,POINT(-77.028139 38.916787),12th & U St NW,True,1.2832168967505055,12th & U St NW,7,24,0,31,38.916787,-77.028139,2020-08-18 12:55:50,True,True
422,Armenian Genocide Museum and Memorial,1334 G STREET NW,-77.03108204,38.89804146,240658,POINT(-77.03108204 38.89804146),242,12th & U St NW,42.0,31,38.916787,-77.028139,active,POINT(-77.028139 38.916787),12th & U St NW,True,1.305102743394003,12th & U St NW,7,24,0,31,38.916787,-77.028139,2020-08-18 12:55:50,True,True
423,German-American Heritage Museum,719 6TH STREET NW,-77.0195865,38.89910316,238949,POINT(-77.0195865 38.89910316),242,12th & U St NW,42.0,31,38.916787,-77.028139,active,POINT(-77.028139 38.916787),12th & U St NW,True,1.3057786563505207,12th & U St NW,7,24,0,31,38.916787,-77.028139,2020-08-18 12:55:50,True,True
424,National Portrait Gallery,,-77.022972,38.898181,294248,POINT(-77.022972 38.898181),242,12th & U St NW,42.0,31,38.916787,-77.028139,active,POINT(-77.028139 38.916787),12th & U St NW,True,1.315508273881044,12th & U St NW,7,24,0,31,38.916787,-77.028139,2020-08-18 12:55:50,True,True
425,Smithsonian American Art Museum,,-77.022972,38.898181,294248,POINT(-77.022972 38.898181),242,12th & U St NW,42.0,31,38.916787,-77.028139,active,POINT(-77.028139 38.916787),12th & U St NW,True,1.315508273881044,12th & U St NW,7,24,0,31,38.916787,-77.028139,2020-08-18 12:55:50,True,True
426,Petersen House,516 10TH STREET NW,-77.02619882,38.89676807,239374,POINT(-77.02619882 38.89676807),242,12th & U St NW,42.0,31,38.916787,-77.028139,active,POINT(-77.028139 38.916787),12th & U St NW,True,1.3874012395873976,12th & U St NW,7,24,0,31,38.916787,-77.028139,2020-08-18 12:55:50,True,True
427,International Spy Museum,800 F STREET NW,-77.02328389,38.89697903,238378,POINT(-77.02328389 38.89697903),242,12th & U St NW,42.0,31,38.916787,-77.028139,active,POINT(-77.028139 38.916787),12th & U St NW,True,1.3935710797417027,12th & U St NW,7,24,0,31,38.916787,-77.028139,2020-08-18 12:55:50,True,True
428,Ford's Theatre,511 10TH STREET NW,-77.02579655,38.89658294,239829,POINT(-77.02579655 38.89658294),242,12th & U St NW,42.0,31,38.916787,-77.028139,active,POINT(-77.028139 38.916787),12th & U St NW,True,1.401937438773272,12th & U St NW,7,24,0,31,38.916787,-77.028139,2020-08-18 12:55:50,True,True
429,Sewall-Belmont,144 CONSTITUTION AVENUE NE,-77.00375617,38.89218722,286201,POINT(-77.00375617 38.89218722),454,12th St & Pennsylvania Ave SE,42.0,19,38.882489,-76.990121,active,POINT(-76.990121 38.882489),12th St & Pennsylvania Ave SE,True,0.9935709530012881,12th St & Pennsylvania Ave SE,5,12,0,19,38.882489,-76.990121,2020-08-18 12:55:50,True,True
430,U.S. Capitol Visitor Center,,-77.009036,38.88979448,294394,POINT(-77.009036 38.88979448),454,12th St & Pennsylvania Ave SE,42.0,19,38.882489,-76.990121,active,POINT(-76.990121 38.882489),12th St & Pennsylvania Ave SE,True,1.1358723948649354,12th St & Pennsylvania Ave SE,5,12,0,19,38.882489,-76.990121,2020-08-18 12:55:50,True,True
431,America's Islamic Heritage Museum,2315 MARTIN LUTHER KING JR AVENUE SE,-76.99188292,38.86324023,147815,POINT(-76.99188292 38.86324023),454,12th St & Pennsylvania Ave SE,42.0,19,38.882489,-76.990121,active,POINT(-76.990121 38.882489),12th St & Pennsylvania Ave SE,True,1.3336214376654587,12th St & Pennsylvania Ave SE,5,12,0,19,38.882489,-76.990121,2020-08-18 12:55:50,True,True
432,Frederick Douglass National Historic Site,1411 W STREET SE,-76.98517717,38.863382,293207,POINT(-76.98517717 38.863382),454,12th St & Pennsylvania Ave SE,42.0,19,38.882489,-76.990121,active,POINT(-76.990121 38.882489),12th St & Pennsylvania Ave SE,True,1.3469754661706983,12th St & Pennsylvania Ave SE,5,12,0,19,38.882489,-76.990121,2020-08-18 12:55:50,True,True
433,Sewall-Belmont,144 CONSTITUTION AVENUE NE,-77.00375617,38.89218722,286201,POINT(-77.00375617 38.89218722),101,13th & D St NE,42.0,31,38.894832,-76.987633,active,POINT(-76.987633 38.894832),13th & D St NE,True,0.8862829836261061,13th & D St NE,6,25,0,31,38.894832,-76.987633,2020-08-18 12:55:50,True,True
434,U.S. Capitol Visitor Center,,-77.009036,38.88979448,294394,POINT(-77.009036 38.88979448),101,13th & D St NE,42.0,31,38.894832,-76.987633,active,POINT(-76.987633 38.894832),13th & D St NE,True,1.2027281829756704,13th & D St NE,6,25,0,31,38.894832,-76.987633,2020-08-18 12:55:50,True,True
435,D.C. Fire and EMS Museum,439 NEW JERSEY AVENUE NW,-77.0109,38.895835,237163,POINT(-77.0109 38.895835),101,13th & D St NE,42.0,31,38.894832,-76.987633,active,POINT(-76.987633 38.894832),13th & D St NE,True,1.2533691413170078,13th & D St NE,6,25,0,31,38.894832,-76.987633,2020-08-18 12:55:50,True,True
436,Sewall-Belmont,144 CONSTITUTION AVENUE NE,-77.00375617,38.89218722,286201,POINT(-77.00375617 38.89218722),58,13th & E St SE,42.0,15,38.882915484767615,-76.98790669441222,active,POINT(-76.9879066944122 38.8829154847676),13th & E St SE,True,1.0665175495162311,13th & E St SE,2,13,1,15,38.882915484767615,-76.98790669441223,2020-08-18 12:55:50,False,True
437,U.S. Capitol Visitor Center,,-77.009036,38.88979448,294394,POINT(-77.009036 38.88979448),58,13th & E St SE,42.0,15,38.882915484767615,-76.98790669441222,active,POINT(-76.9879066944122 38.8829154847676),13th & E St SE,True,1.2320288989002994,13th & E St SE,2,13,1,15,38.882915484767615,-76.98790669441223,2020-08-18 12:55:50,False,True
438,Frederick Douglass National Historic Site,1411 W STREET SE,-76.98517717,38.863382,293207,POINT(-76.98517717 38.863382),58,13th & E St SE,42.0,15,38.882915484767615,-76.98790669441222,active,POINT(-76.9879066944122 38.8829154847676),13th & E St SE,True,1.3578888350877858,13th & E St SE,2,13,1,15,38.882915484767615,-76.98790669441223,2020-08-18 12:55:50,False,True
439,America's Islamic Heritage Museum,2315 MARTIN LUTHER KING JR AVENUE SE,-76.99188292,38.86324023,147815,POINT(-76.99188292 38.86324023),58,13th & E St SE,42.0,15,38.882915484767615,-76.98790669441222,active,POINT(-76.9879066944122 38.8829154847676),13th & E St SE,True,1.3764485267908215,13th & E St SE,2,13,1,15,38.882915484767615,-76.98790669441223,2020-08-18 12:55:50,False,True
440,Sewall-Belmont,144 CONSTITUTION AVENUE NE,-77.00375617,38.89218722,286201,POINT(-77.00375617 38.89218722),81,13th & H St NE,42.0,27,38.90042673988099,-76.98825001716614,active,POINT(-76.9882500171661 38.900426739881),13th & H St NE,True,1.0098569168388412,13th & H St NE,19,8,1,27,38.90042673988099,-76.98825001716614,2020-08-18 12:55:50,True,True
441,D.C. Fire and EMS Museum,439 NEW JERSEY AVENUE NW,-77.0109,38.895835,237163,POINT(-77.0109 38.895835),81,13th & H St NE,42.0,27,38.90042673988099,-76.98825001716614,active,POINT(-76.9882500171661 38.900426739881),13th & H St NE,True,1.2588669771214973,13th & H St NE,19,8,1,27,38.90042673988099,-76.98825001716614,2020-08-18 12:55:50,True,True
